Platform;Post ID;Post Type;Post Content;Likes;Comments;Shares;Impressions;Reach;Engagement Rate;Audience Age;Audience Gender;Audience Location;Audience Interests;Sentiment
Instagram;f7ce0635-5964-4f78-b0dc-533e3ad36de8;Link;Keep sense eat know.;893;24;30;8041;2233;42.41;61;Male;Georgia;reflect;Negative
Instagram;8e6bce0f-3b3d-461b-9bf5-f38cb9a42843;Video;Response product whatever say believe today here.;350;479;116;3523;1741;54.28;50;Male;Mozambique;right;Neutral
Facebook;94be8ab5-de56-4a97-a431-580858a0c84a;Link;Role time operation month dark star piece.;256;426;71;4422;4140;18.19;47;Male;Christmas Island;many;Neutral
LinkedIn;b0f53504-8721-450e-9189-06409810c6b9;Image;Call model treat despite democratic.;869;441;160;3932;4928;29.83;62;Male;Madagascar;generation;Positive
Instagram;0b27dea7-29ab-4069-8cdb-e7b7d3bb4403;Image;Blue director both threat skill ten fact.;499;287;180;8338;3913;24.69;28;Female;Kuwait;sure;Neutral
Instagram;d40e9e99-d84d-488f-858d-5f3e7d1e461f;Link;Rather shake toward energy believe difficult.;500;23;192;7471;1494;47.86;54;Female;Guam;too;Neutral
Twitter;b4091399-c840-415d-b216-615916c3c797;Link;Down matter prepare fact.;661;147;169;4104;3500;27.91;40;Female;Mauritania;m;Negative
Twitter;0ab86be5-c9b4-46e5-add5-9d3cfdc08a64;Video;Against continue tough.;664;413;44;9647;4339;25.84;28;Male;Norfolk Island;produce;Neutral
Twitter;3636ce7d-1688-45ef-a433-a492061803ee;Video;Theory method head enjoy family.;577;380;182;9429;3010;37.84;21;Female;Georgia;sense;Neutral
Instagram;c9e22e0b-bece-439f-add1-f79f65d71810;Link;West upon south daughter.;474;491;161;7993;1012;111.26;40;Female;Netherlands Antilles;stop;Neutral
Instagram;bc166a80-65cd-482e-9851-7b35add8c7d8;Video;Writer always either sense race.;191;76;56;1136;581;55.59;50;Male;Solomon Islands;young;Negative
Facebook;d8fa7bab-cca0-4eb9-96dd-a9271d9d1f04;Image;Teacher structure main.;989;58;96;1891;2945;38.81;36;Male;Trinidad and Tobago;hand;Neutral
Twitter;596b189d-9d29-4ed3-8e53-84a56da5f3df;Link;Office forward close.;459;78;118;4023;501;130.74;23;Female;Jordan;their;Neutral
Instagram;41f5d95b-8208-436f-b2b4-2046dbf08e27;Video;President increase table laugh.;990;327;169;6583;2084;71.31;52;Male;Indonesia;activity;Neutral
Facebook;8f1d96d1-21f1-4255-9495-b21d7014a550;Video;Its build although.;301;155;179;7921;729;87.11;60;Female;Heard Island and McDonald Islands;local;Neutral
Instagram;fade53c4-d985-42cb-b18d-f4b7be6c00b3;Link;On ready three material capital.;123;485;157;1908;4814;15.89;27;Male;Brazil;whose;Negative
Twitter;31b2ea8f-56bf-437a-a940-ab33a3bc6b1b;Video;Outside admit cup employee list.;451;365;119;3410;3159;29.60;19;Female;Armenia;remember;Negative
Twitter;1e4f6ab1-104d-4717-9291-cc3c5aad1468;Video;Hundred hotel feel voice more range.;269;342;44;5159;3615;18.12;38;Female;Heard Island and McDonald Islands;among;Positive
LinkedIn;8cf11b55-83cb-45ae-9931-a02509c37f23;Video;Mention few up identify.;166;136;86;2539;4249;9.13;36;Male;Portugal;big;Positive
Twitter;ebc18a78-b1b4-4074-bea0-60a41cf2287b;Link;Learn later history.;999;114;15;9490;4460;25.29;30;Male;Iraq;who;Positive
Twitter;87e44e81-a9d4-4299-a9c0-a704026f3d0c;Link;Outside full big war strategy thought.;500;169;163;1162;3840;21.67;21;Male;Honduras;tough;Negative
LinkedIn;f368c251-6399-4470-b31f-b4118ed91d3c;Link;Woman talk she.;839;193;163;1064;2982;40.07;20;Male;Djibouti;face;Neutral
Facebook;7e7e4ce7-5410-44dd-8a85-adab434ad1fa;Image;Our happen analysis culture air.;412;19;144;9089;1954;29.43;62;Male;Chad;contain;Neutral
LinkedIn;495d263a-5c56-450a-86ac-5815cf785256;Image;Expect time stage oil.;622;2;142;9905;2767;27.68;33;Female;Lao People's Democratic Republic;recently;Negative
Facebook;a2305256-a7da-4919-b6bf-40c9c1f4b068;Image;Must everyone husband computer.;573;353;170;1675;4866;22.52;40;Female;Georgia;top;Neutral
Facebook;e5d9a23e-2c07-4dda-8067-79d7a9d9c8b9;Video;Not successful leader against.;33;77;125;4542;2984;7.88;51;Female;Equatorial Guinea;point;Neutral
Facebook;9eb0fa5c-26f2-46c4-83cc-822c6189ce5b;Image;Debate magazine rise themselves close matter.;357;197;6;5741;4770;11.74;35;Male;Holy See (Vatican City State);apply;Neutral
Twitter;ccea91ef-f3ff-4154-97c9-f878fa51828b;Video;Mean occur fund beautiful skin believe.;561;21;115;6502;3850;18.10;18;Female;Israel;ahead;Negative
Instagram;d430020b-d712-473b-8ee8-fd82b31ade33;Image;Data great state if.;111;262;63;7379;3230;13.50;36;Female;Bolivia;night;Negative
Instagram;ccafa2c6-2559-474a-a8ec-718febcfedbb;Image;Or thousand amount necessary store such.;536;208;48;7041;3378;23.45;36;Male;Mozambique;seek;Negative
Facebook;ad214831-a02e-49b4-aa01-4b633f3e5ef2;Link;Ask most own learn court carry.;162;102;33;5297;4258;6.98;48;Male;Namibia;either;Neutral
LinkedIn;200bdfb6-b8e1-45df-b0fa-8fef977f5d30;Link;Rather notice money senior you director.;816;442;168;6324;2256;63.21;63;Male;Cambodia;guess;Positive
Twitter;e8b29384-f26b-4e2a-bbbb-50cda4ed8f80;Link;Evidence face again nearly less after.;88;290;183;5613;3564;15.74;33;Female;Anguilla;level;Positive
Twitter;60528375-4403-4d9d-8792-efa02c4605b5;Link;Else how direction stand who.;163;447;4;6591;799;76.85;36;Female;Ghana;catch;Neutral
Instagram;a2c6e462-c5c1-492d-be44-b49720898ca1;Video;Though know describe out.;115;213;44;9923;4147;8.97;33;Male;Philippines;even;Negative
Facebook;701afcc7-cfb9-46ff-b2d8-59f5d44f0972;Image;Pattern it our consider.;139;353;123;5160;4590;13.40;22;Female;Serbia;office;Negative
Twitter;ead33ff0-502e-4fbf-af33-f818ec7bf354;Link;Billion mean heavy myself.;437;436;55;5580;1004;92.43;37;Male;Micronesia;bed;Neutral
LinkedIn;dfe53cf3-29db-4c59-ac77-8bd5562c1f17;Image;Follow s physical technology own collection still.;986;387;160;9165;2489;61.59;29;Female;Germany;let;Positive
Facebook;856c916d-e13e-4b7d-88b4-6705766041a6;Image;We away price do.;873;142;182;1222;2828;42.33;47;Male;Svalbard & Jan Mayen Islands;special;Neutral
Twitter;85e6412c-934b-4b6a-a873-14f631e7c81c;Video;Base according test believe could try four leave.;953;151;132;2551;4241;29.14;20;Male;Nicaragua;easy;Positive
LinkedIn;6e6921ee-11ec-476f-9beb-3a04b09d94d4;Image;Material seek local poor set.;187;49;83;4461;3625;8.80;41;Male;Paraguay;politics;Negative
Instagram;f9891901-0682-4d11-ae0e-6d2de42583cf;Video;All thought phone leader.;43;111;179;9346;2012;16.55;27;Male;Romania;deal;Positive
LinkedIn;e7e868a5-4b7a-4ed0-a30e-bd3e9d3e643a;Link;Early above computer.;498;402;58;2287;4230;22.65;50;Male;Central African Republic;citizen;Negative
LinkedIn;03f27320-c2e1-4060-8fa3-0ae5755dbc17;Link;Option industry role later home operation my detail.;175;418;70;2705;3102;21.37;41;Male;Spain;provide;Negative
Instagram;88316e90-52a7-4fc8-be04-b9bee36858dc;Image;Difference stock have.;801;450;193;5464;4933;29.27;25;Male;Saint Vincent and the Grenadines;consider;Negative
Twitter;5ad12788-08fb-4a26-9d6f-b4e6284f3060;Image;Kid event box perform.;573;220;196;5664;4546;21.76;45;Male;Comoros;sell;Neutral
Twitter;359f997e-cfb7-431f-93f4-f248713f7a9a;Link;Thousand result should box.;906;11;65;4851;3161;31.07;27;Male;Suriname;central;Neutral
LinkedIn;b8ec91ac-39d4-420c-ae69-f605a12efdf6;Link;Capital training capital respond choice Congress speech.;14;206;119;7122;1780;19.04;31;Male;Tajikistan;food;Negative
Twitter;f0a6a88c-ce57-4ef3-9a60-8031fdfee0e8;Link;Hold set natural investment.;442;19;80;4060;3260;16.60;24;Female;Christmas Island;including;Neutral
Facebook;ee80b57d-ec5c-4e46-a925-493e6cea28e1;Video;Doctor marriage take.;41;16;194;5132;1354;18.54;53;Male;Djibouti;admit;Neutral
Facebook;c160f92c-0fa1-4b30-871e-cc47126e9b0e;Image;Song eye condition really debate.;139;181;103;7604;4258;9.93;40;Male;Lesotho;be;Negative
Twitter;654dcd58-fd70-4c79-b848-fddce6b7a151;Image;Hand need experience parent.;361;53;14;3191;3864;11.08;47;Female;Bangladesh;generation;Negative
Facebook;18a3e291-c835-4a95-aa3b-c183da12a1d7;Image;Place bed hundred city program involve statement.;415;94;101;6075;2947;20.70;50;Female;Niger;if;Positive
Twitter;291cc3bf-8748-4e65-9edf-42a027202047;Video;Second in work face open put late.;962;77;52;8431;3386;32.22;25;Male;Benin;exactly;Positive
Instagram;21220998-9bd1-4517-82bd-7f09acb765f5;Link;Beautiful card his reduce social writer.;453;327;180;2817;683;140.56;48;Male;Syrian Arab Republic;responsibility;Negative
Instagram;6ae103cd-2ec1-4905-8f24-ca2f87e8427d;Video;Budget bad miss explain.;379;481;107;7733;2523;38.33;60;Male;Ireland;coach;Negative
Instagram;a2c8249f-0794-409f-9d8a-288cf559845d;Link;Make team city pay fly example.;726;146;52;2815;2362;39.12;58;Female;Madagascar;weight;Negative
Instagram;da62db0c-4651-432b-bdc3-2728a79969bd;Link;Price create hair PM.;357;481;27;2311;3537;24.46;31;Male;Puerto Rico;take;Negative
Facebook;4b009d0d-d184-4557-986a-8184fd26845b;Link;Difference bit short growth peace.;53;203;18;6490;1944;14.09;28;Female;Trinidad and Tobago;likely;Negative
LinkedIn;0b7eccd4-9c63-4504-b7d6-40a67a896d8b;Image;Administration movement history bring interview however represent.;757;94;142;2658;2629;37.77;58;Male;Bahrain;stop;Neutral
Twitter;0d04d92d-92f5-42a0-8a2b-57412cd9e686;Link;Build easy real.;836;250;103;7880;1154;103.03;38;Male;Hong Kong;read;Positive
LinkedIn;9e6e63e7-55d0-45a0-8e7d-57219be05956;Link;Bill cup measure soldier.;656;174;92;1104;4405;20.93;49;Female;Sweden;discuss;Negative
Facebook;7d7e0da7-eea2-46a9-85e5-19b05594cba2;Image;People whether area region.;469;297;17;5132;2377;32.94;48;Male;South Africa;establish;Positive
Instagram;bb0184c6-5b7f-429c-9def-3f8222a5f86e;Image;Range market southern west for model.;316;298;52;4107;2543;26.19;45;Male;Cuba;situation;Neutral
LinkedIn;5dc23426-2eec-4e64-8655-7dc09a4b4944;Video;Smile unit real music.;385;38;193;9238;1398;44.06;18;Female;Kiribati;vote;Neutral
Twitter;8fc73688-77e8-42b0-9f51-c32ada815224;Video;Change make child positive.;105;132;8;9450;541;45.29;38;Female;Tokelau;avoid;Neutral
Instagram;21ff416f-decd-468d-8305-e850cbb0dcc1;Image;Clearly this rise dinner perform company positive than.;12;8;174;7672;2393;8.11;41;Male;Equatorial Guinea;Mr;Negative
Instagram;b6569443-4da0-4e4f-acd1-a15d9cdfbc2b;Video;Thought for newspaper miss.;368;365;127;6402;1656;51.93;29;Female;Sweden;hospital;Negative
LinkedIn;407046d9-2633-46ad-a02f-e459a531411f;Image;Plan effort voice according.;29;213;175;8551;4506;9.25;41;Male;France;probably;Positive
LinkedIn;9e6a4075-c9ea-4a1b-ae5e-fb13ca7658d0;Link;Company sea national.;259;498;35;7238;2564;30.89;25;Female;Bouvet Island (Bouvetoya);window;Positive
Instagram;c7ba72da-03fb-4b5f-b8b0-4110440c66f4;Video;Lead word art.;144;149;22;6274;3600;8.75;64;Female;Dominica;drug;Neutral
Instagram;56a1de52-86bd-444e-a91f-48f4d56f4529;Video;Personal dream western plan.;336;9;121;9330;4945;9.42;56;Female;Cyprus;recently;Neutral
LinkedIn;5885684e-2e83-4838-9c79-97855b1720c1;Video;Cell property professional.;433;209;139;1134;1031;75.75;28;Female;Korea;drug;Neutral
Facebook;a9f04c24-55ac-4d35-bd77-e8c92c1949ad;Video;Operation participant lot there sit whatever tree.;363;237;67;5848;4939;13.50;18;Female;French Southern Territories;strong;Negative
Facebook;b7fe6368-87be-4e16-853d-26ebbcbedb04;Link;Before amount develop threat.;619;399;37;7166;2297;45.93;32;Female;Seychelles;rule;Neutral
Instagram;b52979a0-fad5-4aae-a59c-53bb685826f7;Link;Southern often particularly.;480;251;90;3424;3092;26.55;25;Male;Monaco;she;Positive
LinkedIn;bfa05970-ee40-4cfa-bb09-1f0a77548cd9;Link;History crime sometimes receive best.;595;371;166;8529;856;132.24;55;Male;Spain;north;Negative
LinkedIn;312fe59b-5d64-4ae6-963d-afef8d7b8e75;Video;Establish people race little light.;118;417;1;4238;2495;21.48;43;Female;Lithuania;join;Positive
LinkedIn;d0d44db4-48e6-4ab2-a103-d20903b168d9;Image;Camera pick range church material.;267;491;131;3917;3445;25.81;30;Female;Uruguay;history;Negative
LinkedIn;10366384-85b5-4134-9c66-c0348f6b8c69;Image;Any cover father ready Mr score month.;256;378;78;4839;4343;16.39;32;Female;Romania;wait;Negative
LinkedIn;6535c33c-0cc3-421f-8417-631985dec56b;Link;Central month southern history federal rate.;803;444;57;2572;3535;36.89;20;Female;United States Virgin Islands;majority;Negative
Twitter;f88cff49-fd19-48b8-98a0-c710d172f2d9;Video;Tonight adult break teach trial different.;264;247;88;7340;2328;25.73;52;Male;Hong Kong;kitchen;Neutral
Instagram;4066659c-cd4d-48e0-bff4-4ec169166ef3;Video;Care pass talk rate official study draw itself.;149;486;110;6915;3417;21.80;32;Female;Slovenia;discover;Neutral
Twitter;261e4e3e-ba22-4c9c-91ea-6d416ffcee70;Image;Control PM magazine attack.;422;375;151;3246;4497;21.08;48;Female;Serbia;society;Neutral
LinkedIn;271a27e8-5d52-44a9-a5dd-ffab4a3d4a75;Image;Travel many form true edge every color.;481;229;56;2412;4778;16.03;20;Male;Uruguay;notice;Positive
Facebook;c8c83ce2-f8d1-4464-b5ed-d637c5979e04;Link;Doctor toward interview cell.;81;259;167;1406;3322;15.26;62;Female;Kenya;character;Neutral
Twitter;470206b5-0485-41c5-9ef6-8efb22cdc9fd;Link;Realize space finish hold financial current.;632;90;163;2334;595;148.74;31;Male;Dominica;young;Negative
Instagram;cabd62bb-c187-48a8-a73f-082a4b56575d;Link;Scientist top fire field city him find.;814;295;158;1918;1504;84.24;41;Male;Pitcairn Islands;meet;Neutral
LinkedIn;4f012e34-2a8a-4d30-9c31-4f5f0fcc276c;Image;Run operation issue.;881;250;78;1456;3181;38.01;44;Female;Ghana;after;Neutral
Instagram;07b3f8b3-8887-4b0a-bb6c-5780d36e1b94;Video;Design from century usually program.;201;248;71;9859;1064;48.87;28;Female;Sri Lanka;avoid;Neutral
LinkedIn;2d04637e-d494-4bbb-aa76-bb55b8e77732;Video;Similar budget yes form wall.;358;161;9;5176;4817;10.96;52;Female;Mozambique;act;Negative
Facebook;6ebb3b6f-a71b-4b0c-af50-bc1cbe3ac146;Video;Area break cut attorney account lead.;925;282;63;6049;1877;67.66;41;Female;Burundi;sit;Neutral
Instagram;53287625-3b92-4410-a6b1-9963692df547;Image;Former blue recognize smile.;994;213;107;4721;3346;39.27;56;Male;Netherlands;allow;Neutral
Twitter;71bc903c-a4a2-4604-8c2a-5fcafe4738ea;Video;Understand on program might wind.;172;73;49;6457;4448;6.61;58;Male;Norfolk Island;which;Positive
Twitter;468782ad-6ed9-461c-a600-f384a0d58923;Video;Throughout dark I yes.;694;389;199;5485;1418;90.41;20;Female;Cayman Islands;let;Positive
Instagram;1c650312-86be-4b71-a662-f86a9a85728b;Image;Dark option wish opportunity.;858;426;120;5998;1406;99.86;65;Female;San Marino;clearly;Positive
Facebook;2b76610e-ab42-4196-86ea-1ff22d56b22a;Video;Miss I beyond fly point as.;244;87;177;5122;4713;10.78;19;Male;Czech Republic;budget;Negative
Instagram;fbf10325-ef33-4d9d-92e4-3e056ae68246;Link;Reduce describe although feeling win.;525;478;44;9575;2416;43.34;32;Male;Guatemala;develop;Positive
Instagram;64a9da61-fd57-4d24-aa88-6632635dcaed;Link;Wait support hear relate.;186;333;154;5256;3297;20.41;22;Female;Guam;culture;Neutral
Facebook;5069c9ed-1003-4622-9c2b-34d555aaa6b7;Video;Star reach democratic.;944;429;183;8584;894;174.05;19;Female;Tunisia;shake;Positive
Instagram;548911f4-e98c-4366-a6ca-96dfc5fe4076;Image;Career choice help window six million.;65;386;120;2630;3133;18.23;35;Male;French Southern Territories;community;Negative
Facebook;2f4ea889-36ea-42c4-9d8c-ec83a206b297;Image;Road meeting the include imagine.;488;471;89;5995;4350;24.09;26;Male;Congo;station;Neutral
LinkedIn;f145f5f4-d15b-47a0-9a62-ac5d7f94add6;Link;Animal coach weight similar.;192;197;11;6613;4799;8.34;50;Female;French Polynesia;wall;Positive
Facebook;31ec2dce-9aec-4793-954e-39e7ede350b7;Video;Begin person current.;10;356;45;3539;1102;37.30;37;Female;Korea;receive;Positive
Instagram;2d638e97-c184-4eae-8e82-f6dca0fcd8d8;Link;Administration science wear that.;155;275;143;3334;3420;16.75;26;Female;Vanuatu;cause;Positive
Twitter;f5a7f446-c492-40da-b3e4-b4a142afe6e2;Video;Worry challenge yard message nice.;915;413;101;3106;2492;57.34;41;Male;Brazil;budget;Neutral
Instagram;390b7159-bec6-471f-ab82-6fe0d245b6ff;Link;Form also difference easy send modern.;511;476;66;5869;2428;43.37;22;Female;France;direction;Neutral
Twitter;85a61cf7-3f11-4055-9194-c9e70c4a86e3;Link;Morning difference live clear.;678;255;91;3317;1220;83.93;37;Male;Libyan Arab Jamahiriya;budget;Negative
Instagram;e19c616b-a35d-48c7-a54c-e299f46c06fd;Video;Month their range present.;705;403;172;6372;4196;30.51;23;Male;Iraq;certainly;Neutral
Facebook;5e455176-cd3a-464b-94f8-4e29b4a50469;Link;Region along possible certain owner debate Republican.;188;80;198;1382;4781;9.75;32;Female;Korea;anyone;Negative
LinkedIn;b6105bd1-a698-49f8-837b-b17088a853ff;Link;Almost not Republican choice.;761;349;178;2157;3973;32.42;39;Female;Bahrain;law;Neutral
Facebook;c6d97e3f-3e11-43ed-aefb-9221edb2b5b8;Video;Check reveal consider rock plant pretty.;54;158;50;2322;2938;8.92;36;Male;Jamaica;understand;Negative
Twitter;fddff10b-88e0-4108-a983-cd1bfe1c07a3;Link;Maybe deep natural conference guess parent.;157;44;136;3888;1703;19.79;65;Male;Hong Kong;site;Negative
LinkedIn;29fc4875-f114-4ac1-9e30-f10a72e49e1a;Link;Design girl also board financial.;798;445;181;3522;3030;47.00;57;Male;Bhutan;security;Neutral
LinkedIn;4b86c8b1-0d80-4f7f-b965-3470c3c5a219;Link;Pressure they book.;208;323;182;1681;4866;14.65;65;Male;Ukraine;painting;Neutral
Facebook;42e21570-bd3b-4afb-8766-d30a356e368c;Video;Something pay somebody toward.;574;213;159;7548;3743;25.27;65;Male;Ukraine;staff;Negative
LinkedIn;1f98babb-1bb0-41bb-8c32-3eb7ef6b5cfe;Image;News simple manage forward radio.;140;155;198;7162;2593;19.01;57;Female;American Samoa;house;Negative
LinkedIn;18ca020d-635e-4a90-9abe-56a6c90fdf20;Video;Population occur or card before find family.;445;172;6;2186;3313;18.80;32;Male;Hong Kong;firm;Neutral
Facebook;146efa5d-6584-448e-9bee-2ced16cab1fd;Image;Various allow specific protect offer require.;662;263;73;5659;3760;26.54;55;Female;Panama;near;Negative
Instagram;67004b61-277c-4361-ac89-a3cfd9ee4f1f;Video;Wear increase decide card allow ago.;351;32;110;7085;3667;13.44;52;Male;Djibouti;woman;Positive
LinkedIn;a6b6701e-643d-447e-9fef-26991b6810cc;Image;Easy key myself stage story thought.;948;236;5;6668;2603;45.68;21;Female;Czech Republic;indeed;Positive
Facebook;0770575b-16a2-4221-9c7e-3c85856a781b;Link;Debate personal agency system individual expert.;820;212;199;9556;4855;25.36;54;Female;Samoa;middle;Positive
Facebook;ccfa153b-ca91-4c17-8d2b-f51f2b633dd2;Image;Investment wear anything real action edge.;309;60;38;4392;2277;17.87;33;Male;Latvia;both;Neutral
LinkedIn;dc2a8182-2b91-40b5-b9bb-83a8858e1feb;Video;Daughter show reduce possible card there drive ball.;374;411;41;1543;4782;17.27;50;Female;Aruba;southern;Positive
LinkedIn;18475a11-ab08-407f-bf61-c82fad05550b;Image;Usually case interesting nothing.;145;12;119;4897;670;41.19;46;Male;Moldova;family;Negative
Twitter;cbe0e7f4-8c12-404a-bc63-8f3af1f48d47;Link;Draw difficult probably capital tend s draw decide.;845;109;12;9838;2891;33.41;25;Female;United States Minor Outlying Islands;wrong;Positive
Facebook;407c8373-4012-40b6-ad6d-e599e4ca7f8b;Video;They drop store major receive prevent.;149;146;197;1810;1846;26.65;29;Female;Congo;talk;Positive
Twitter;e19e294d-7930-47aa-ab11-d2edbbd49352;Link;Many still tend hospital.;759;140;94;8302;1859;53.42;42;Male;Colombia;subject;Positive
Facebook;e76f5e5d-612b-4812-83c7-5a0b18244af4;Image;Fill environmental when budget.;523;141;197;6553;3197;26.93;58;Male;Gabon;take;Neutral
Facebook;c4f5fef1-4991-44cd-98b2-20b1c8a8986d;Image;Though outside office offer weight worker.;993;189;15;3496;3046;39.30;39;Female;Portugal;six;Positive
